Sr,Date,URL,ID,User,Tweet,emotion_text2emotion
1414,2021-07-03 07:33:26+00:00,https://twitter.com/YasirSaeedRand1/status/1411226561005723657,1.41E+18,YasirSaeedRand1,"@SyedAtizaz2 @HEC HEC should modify PhDs policy 
#savePhDs",Fear
1415,2021-07-03 07:32:26+00:00,https://twitter.com/YasirSaeedRand1/status/1411226308907081732,1.41E+18,YasirSaeedRand1,"@AfifaPhd Future of PhDs in Pakistan is in danger 
#savePhDs",Fear
1416,2021-07-03 07:31:41+00:00,https://twitter.com/Margalla_Tv/status/1411226120461205505,1.41E+18,Margalla_Tv,"Former president Asif Ali Zardari admitted to private hospital in Karachi https://t.co/Pl2SnOZ9IQ 

Govt hospitals failed to treat such diseases
#savePhDs #HeroesOfBalochistan",Surprise
1417,2021-07-03 07:31:12+00:00,https://twitter.com/ZunairaHabib2/status/1411225998905982985,1.41E+18,ZunairaHabib2,"#savePhDs
Recruitment policies should be fair. We are here to serve not to show our so called power. @hecpkofficial @ImranKhanPTI @fawadchaudhry @AajKamranKhan @Shafqat_Mahmood https://t.co/Iv35Dsf0ed",Fear
1418,2021-07-03 07:30:10+00:00,https://twitter.com/YasirSaeedRand1/status/1411225738955661313,1.41E+18,YasirSaeedRand1,Dear PM @ImranKhanPTI highly qualified individuals of your nation are in street begging for their rights. We are facing financial hardship that impacts our families. We need solution. #savePhDs,Surprise
1419,2021-07-03 07:28:45+00:00,https://twitter.com/ZunairaHabib2/status/1411225384012636160,1.41E+18,ZunairaHabib2,"@YasirSaeedRand1 #savePhDs
Who cares? Everyone is here to snatch money for the sake of education.",Sad
1420,2021-07-03 07:27:24+00:00,https://twitter.com/irrum_mushtaq/status/1411225045024874497,1.41E+18,irrum_mushtaq,"PhD! a long journey with no destination......
This can be the new definition of a PhD according to the current situation along with the tag of jobless. #SavePhDs",Fear
1421,2021-07-03 07:27:07+00:00,https://twitter.com/YasirSaeedRand1/status/1411224970907176967,1.41E+18,YasirSaeedRand1,"@RMFsl #savePhDs 
Government should take notice",Fear
1422,2021-07-03 07:26:46+00:00,https://twitter.com/DrMianAbdulAli1/status/1411224886203269122,1.41E+18,DrMianAbdulAli1,"Likewise, public and private sector univarsities seem to prefer recruiting non-PhD faculty members in sheer violation of the HEC’s directives.
#savePhDs https://t.co/U6vuOgEwiZ",Happy
1423,2021-07-03 07:22:22+00:00,https://twitter.com/ImranaPhD/status/1411223778697351169,1.41E+18,ImranaPhD,Kia faida aisi PhD ka jb job e nhn milni ap logon ko.... non.PhDs always say this to us. We only absorb without saying a word. #savePhDs,Surprise
1424,2021-07-03 07:21:52+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411223650032816128,1.41E+18,SUMAIRAIRUMKHA1,They are unable to understand the upcominG problems due to their neglectic behaviour. #savePhDs https://t.co/rsrQ0u24o5,Sad
1425,2021-07-03 07:21:06+00:00,https://twitter.com/ZunairaHabib2/status/1411223459590328322,1.41E+18,ZunairaHabib2,"#savePhDs
It is a sad but bitter reality that Education is nothing but a flourished business in our country. Stop selling degrees if you are unable to adjust educated people in your departments. @ImranKhanPTI @AajKamranKhan @Shafqat_Mahmood @hecpkofficial https://t.co/f5Sltufoe0",Sad
1426,2021-07-03 07:19:06+00:00,https://twitter.com/FaisalH72783304/status/1411222954625601538,1.41E+18,FaisalH72783304,"Pakistan is producing PhDs, but not providing jobs. So PhDs are forced to look for other countries. #SaveBrainDrain, #savePhDs",Fear
1427,2021-07-03 07:18:43+00:00,https://twitter.com/Sobiajabeen6931/status/1411222858173399040,1.41E+18,Sobiajabeen6931,Who is responsible for the implementation of stupid policies of HEC. Nobody to check what HEC is doing. Government should take action against these issues faced by unemployed phds. #savePhDs,Fear
1428,2021-07-03 07:18:12+00:00,https://twitter.com/DrMianAbdulAli1/status/1411222727126663171,1.41E+18,DrMianAbdulAli1,"To resolve the problems being faced by the PhDs in the country and no effective steps had been taken by the authorities concerned for placement of the unemployed PhDs in varsities and higher educational institutes.
#savePhDs https://t.co/3iVVgxEuvi",Fear
1429,2021-07-03 07:18:08+00:00,https://twitter.com/Mushtaq32983074/status/1411222711045705732,1.41E+18,Mushtaq32983074,"PTI government should take immediate action to resolve the matter of unemployed PhDs.
#savePhDs https://t.co/cJxZj8gF8u",Fear
1430,2021-07-03 07:18:06+00:00,https://twitter.com/ZunairaHabib2/status/1411222704099762177,1.41E+18,ZunairaHabib2,"#savePhDs
There should be no application fee for applying universities jobs if they are interested in hiring visiting faculty. We are already jobless. @Shafqat_Mahmood @ImranKhanPTI @AajKamranKhan @hecpkofficial https://t.co/j6kMD5cnez",Happy
1431,2021-07-03 07:17:00+00:00,https://twitter.com/ImranaPhD/status/1411222428882243587,1.41E+18,ImranaPhD,No one is ready to pay attention #savePhDs https://t.co/iuiw5k9BA5,Happy
1432,2021-07-03 07:16:12+00:00,https://twitter.com/Mehmood2Dr/status/1411222226024767491,1.41E+18,Mehmood2Dr,"#savePhDs  
Stop Financial killing of PhDs in Pakistan https://t.co/mj5O9g54jy",Surprise
1433,2021-07-03 07:15:24+00:00,https://twitter.com/edma_utp/status/1411222024471650304,1.41E+18,edma_utp,"HEC must make strict rules about minimum faculty to #savePhDs. #VisitingAssitantProfessor culture should be banned immediately by law. All faculty must be #PhD. IPFP is no solution, just univs use it to grab money",Sad
1434,2021-07-03 07:15:24+00:00,https://twitter.com/DrMianAbdulAli1/status/1411222023825657856,1.41E+18,DrMianAbdulAli1,"Neither have the universities shown the inclination to integrate unemployed PhDs instead of non-PhDs in the academia nor have the relevant authorities taken any concrete measures to provide job opportunities to them.
#savePhDs https://t.co/ojvpRyPr6r",Fear
1435,2021-07-03 07:15:12+00:00,https://twitter.com/ImranaPhD/status/1411221973355610113,1.41E+18,ImranaPhD,@Dr_Qazi_M_Aamir Muft mashwara for all PhDs by govt and @hecpkofficial #savePhDs,Surprise
1436,2021-07-03 07:13:03+00:00,https://twitter.com/ImranaPhD/status/1411221431950757894,1.41E+18,ImranaPhD,PhDs are always advised with wonderful ideas of doing busines.#savePhDs muft mushwary k lye PhDs best makhlooq https://t.co/ZPkW7dpPVU,Surprise
1437,2021-07-03 07:12:52+00:00,https://twitter.com/Sobiajabeen6931/status/1411221386098614272,1.41E+18,Sobiajabeen6931,Unemployment is a deep depression hole which is absorbing young talent of roshan Pakistan. Please save us. We really need our roshan Pakistan #savePhDs,Surprise
1438,2021-07-03 07:12:37+00:00,https://twitter.com/Dr_Qazi_M_Aamir/status/1411221325939720195,1.41E+18,Dr_Qazi_M_Aamir,"#savePhDs 
Under Current situation in Pakistan, it is better to become a shopkeeper instead of PhD Doctor. https://t.co/l3B88dNABm",Fear
1439,2021-07-03 07:12:21+00:00,https://twitter.com/IFISTech/status/1411221257555746818,1.41E+18,IFISTech,"Completing PhD is a great achievement. A PhD passes through the hardship of research. If PhDs are out of job, it means country is not innovating. US is superpower because it is still leading innovation in the world. Pakistan must optimise  use of PhDs for eco growth. 
 #savePhDs",Fear
1440,2021-07-03 07:12:20+00:00,https://twitter.com/YasirSaeedRand1/status/1411221253910937601,1.41E+18,YasirSaeedRand1,"@irrum_dr Save PhDs future 
#savePhDs",Surprise
1441,2021-07-03 07:11:43+00:00,https://twitter.com/tawaf_ali/status/1411221096851034112,1.41E+18,tawaf_ali,"More than 6000 PhD are unemplyed due to failed policies of HEC
#savePhDs
#HEC
#ShafqatMahmood",Fear
1442,2021-07-03 07:11:21+00:00,https://twitter.com/ImranaPhD/status/1411221003997417472,1.41E+18,ImranaPhD,Serious question which needs to be addressed. All future PhD scholarship must be stopped until they adjust current unemployed PhDs #savePhDs https://t.co/2wgSTWQpbJ,Fear
1443,2021-07-03 07:11:06+00:00,https://twitter.com/shinz5/status/1411220942626435075,1.41E+18,shinz5,Dear @ImranKhanPTI  save high qualified PhDs. Just one year IPFP is not solution. #savePhDs. @Shafqat_Mahmood,Fear
1444,2021-07-03 07:10:55+00:00,https://twitter.com/Mubasha98760974/status/1411220894782038017,1.41E+18,Mubasha98760974,"“PhD made me poorer, without money, but richer in thoughts"". #savePhDs @ImranKhanPTI  @PakPMO @Shafqat_Mahmood @MuradSaeedPTI @fawadchaudhry",Sad
1445,2021-07-03 07:10:08+00:00,https://twitter.com/Dr_Huda_Says/status/1411220697305714688,1.41E+18,Dr_Huda_Says,Sorry to hear that... It's like asking a fish to climb up the tree. #savePhDs https://t.co/zomDcQoGnd,Sad
1446,2021-07-03 07:09:50+00:00,https://twitter.com/ImranaPhD/status/1411220622454181888,1.41E+18,ImranaPhD,Another gem being wasted #savePhDs @hecpkofficial @Shafqat_Mahmood @PakPMO @MoeedNj @MaryamNSharif @BBhuttoZardari https://t.co/gBPQwpAecg,Surprise
1447,2021-07-03 07:09:48+00:00,https://twitter.com/SyedJll/status/1411220616905216004,1.41E+18,SyedJll,Everyone is keen to know about #hareemshahmarriage but no one has time to know what is going on with PhDs. It is only that education is not our priority but #HareemShah is. #savePhDs #SavePhDs @hecpkofficial @BOLNETWORK @geonews_urdu @HamidMirPAK @SaleemKhanSafi @shazbkhanzdaGEO,Surprise
1448,2021-07-03 07:09:39+00:00,https://twitter.com/irrum_mushtaq/status/1411220576111300608,1.41E+18,irrum_mushtaq,These PhDs are the cream people of your country. Please save them otherwise will be needed to import from abroad. #savePhDs,Surprise
1449,2021-07-03 07:09:14+00:00,https://twitter.com/DrMianAbdulAli1/status/1411220473933930499,1.41E+18,DrMianAbdulAli1,"Despite the fact that the said programme IPFP somehow beneficial for fresh PhD scholars but is not the permanent solution. We need a permanent solution to save PhDs from unemployment.
#savePhDs https://t.co/YlAx1kxERr",Fear
1450,2021-07-03 07:09:14+00:00,https://twitter.com/RMFsl/status/1411220471207583744,1.41E+18,RMFsl,"When my brother tells me I have a job I ask which one and he says (visiting)
#savePhDs 
#savePhDs https://t.co/FV7aUfBWvB https://t.co/kSxlY6GYxL",Surprise
1451,2021-07-03 07:08:51+00:00,https://twitter.com/YasirSaeedRand1/status/1411220376777113601,1.41E+18,YasirSaeedRand1,"@sanashahzad247 HEC must save thier intellects 
#savePhDs",Fear
1452,2021-07-03 07:08:07+00:00,https://twitter.com/ZunairaHabib2/status/1411220192823107587,1.41E+18,ZunairaHabib2,"#savePhDs
It's my humble request to all Universities please ""Don't put job advertisements in newspapers if you have already selected person on that specific post"". @ImranKhanPTI @Shafqat_Mahmood @hecpkofficial @AajKamranKhan https://t.co/DSy5Uvdif5",Sad
1453,2021-07-03 07:07:41+00:00,https://twitter.com/YasirSaeedRand1/status/1411220082894807042,1.41E+18,YasirSaeedRand1,"@irrum_dr HEC must revise thier policy 
#savePhDs",Fear
1454,2021-07-03 07:06:59+00:00,https://twitter.com/ImranaPhD/status/1411219906394271744,1.41E+18,ImranaPhD,#savePhDs save future of Pakistan https://t.co/1XJV2CPVU2,Surprise
1455,2021-07-03 07:06:17+00:00,https://twitter.com/DrShahidUllahK1/status/1411219728845135880,1.41E+18,DrShahidUllahK1,"I am PhD Dr., and due to HEC worst policies I am jobless. 173.9 Impact factor, Distictions, Patent, World Scientist, international books....
#savephDs",Surprise
1456,2021-07-03 07:05:31+00:00,https://twitter.com/Mubasha98760974/status/1411219535139590147,1.41E+18,Mubasha98760974,@ImranKhanPTI @ArifAlvi @HEC @SHABAZGIL @Shafqat_Mahmood  save pakistan's future by stopping brain drain #savePhDs,Surprise
1457,2021-07-03 07:05:25+00:00,https://twitter.com/AfifaPhd/status/1411219512318377987,1.41E+18,AfifaPhd,Past..wow you and your husband both are PhD MashAllah.                                       Now... Tm dono vaily ho job ni milti Tm logo ko . Allah raham kre koi karobar he kr lo........ end of story .. PhDs are doomed in Pakistan #savePhDs,Sad
1458,2021-07-03 07:05:25+00:00,https://twitter.com/ImranaPhD/status/1411219510472888324,1.41E+18,ImranaPhD,Hiring policy must be checked closely by the regulatory bodies @hecpkofficial why the same advertisement are being given to collect money3from jobless PhDs #savePhDs,Fear
1459,2021-07-03 07:05:04+00:00,https://twitter.com/Mubasha98760974/status/1411219423197863949,1.41E+18,Mubasha98760974,@DrMuradPTI @ImranKhanPTI @ArifAlvi @HEC @SHABAZGIL @Shafqat_Mahmood  save pakistan's future by stopping brain drain #savePhDs,Surprise
1460,2021-07-03 07:05:01+00:00,https://twitter.com/mansurkhattak/status/1411219413131464707,1.41E+18,mansurkhattak,"@ImranKhanPTI #SavePhDs
Dear PM 
@ImranKhanPTI
 we want you to tackle the unemployment problem of PhDs, &amp; to suggest a presidential order to stop universities from running on visiting faculty, rather bound them to immediately fill the positions.
#IPFPforAllFreshPhds",Fear
1461,2021-07-03 07:04:19+00:00,https://twitter.com/ZunairaHabib2/status/1411219234282037250,1.41E+18,ZunairaHabib2,"#savePhDs
No country can really develop unless its citizens are educated. @Shafqat_Mahmood @ImranKhanPTI @AajKamranKhan https://t.co/kYGlBchhku",Fear
1462,2021-07-03 07:04:13+00:00,https://twitter.com/ImranaPhD/status/1411219208285917189,1.41E+18,ImranaPhD,Ban visiting faculty. And hire PhDs to teach undergraduate classes #savePhDs,Sad
1463,2021-07-03 07:03:13+00:00,https://twitter.com/irrum_mushtaq/status/1411218958192152576,1.41E+18,irrum_mushtaq,This is our Pakistan. We are it's people than why others benefit from us.  #savePhDs,Fear
1464,2021-07-03 07:03:01+00:00,https://twitter.com/sanashahzad247/status/1411218906077970432,1.41E+18,sanashahzad247,The future of highly qualified PhD doctors is nothing in Pakistan. Please pay attention on it. Hec needs to change their policies for IPFP otherwise the future is dark #savePhDs,Sad
1465,2021-07-03 07:02:59+00:00,https://twitter.com/Dr_Qazi_M_Aamir/status/1411218897538273283,1.41E+18,Dr_Qazi_M_Aamir,"#savePhDs 
Why the government is not allocating sufficient Budget for IPFP while they increasing Budget for PM House (which was supposed to change into a University as claimed) https://t.co/9qxbBZcUhs",Surprise
1466,2021-07-03 07:02:00+00:00,https://twitter.com/Sobiajabeen6931/status/1411218651181690881,1.41E+18,Sobiajabeen6931,It feel terrible to be unemployed generally now after Ph.D the feeling becomes unbearable. Phd graduates are facing tough dilemma. #savePhDs,Fear
1467,2021-07-03 07:01:36+00:00,https://twitter.com/FarrukhEnto/status/1411218551738880001,1.41E+18,FarrukhEnto,"I strongly recomend new PhDs Who are abroad, even don’t think to come back! #savePhDs",Surprise
1468,2021-07-03 07:00:37+00:00,https://twitter.com/ImranaPhD/status/1411218303008350208,1.41E+18,ImranaPhD,They are saving money #savePhDs https://t.co/GFLAgHaCwq,Surprise
1469,2021-07-03 07:00:33+00:00,https://twitter.com/ZunairaHabib2/status/1411218286948216835,1.41E+18,ZunairaHabib2,"#savePhDs
Stop hiring visiting faculty. @hecpkofficial should have a look on the recruitment policies of universities. We are jobless.
@hecpkofficial @ImranKhanPTI @Shafqat_Mahmood @AajKamranKhan",Fear
1470,2021-07-03 07:00:08+00:00,https://twitter.com/UsmanAziz10/status/1411218183047069699,1.41E+18,UsmanAziz10,"#savePhDs by asking them to do real research, produce knowledge and give solutions,  otherwise degrees are being sold",Fear
1471,2021-07-03 07:00:00+00:00,https://twitter.com/ImranaPhD/status/1411218149316431875,1.41E+18,ImranaPhD,We are not asking for favours. We are demanding jobs #savePhDs https://t.co/oPXTJ4M0Pt,Happy
1472,2021-07-03 06:59:45+00:00,https://twitter.com/Saira_Bhatti07/status/1411218087559503873,1.41E+18,Saira_Bhatti07,"We spent all our money, age on education. Govt create oppertunities for us. Don't close the oppertunities already there.
#savePhDs https://t.co/ZaHPmXQDJz",Happy
1473,2021-07-03 06:58:52+00:00,https://twitter.com/Dr_Qazi_M_Aamir/status/1411217862409265152,1.41E+18,Dr_Qazi_M_Aamir,"#savePhDs 
Who will change Anti PhDs and unjustified Policies of Tariq Banori? https://t.co/9VnYXQ8jvC",Fear
1474,2021-07-03 06:58:06+00:00,https://twitter.com/ImranaPhD/status/1411217672390520832,1.41E+18,ImranaPhD,We needs job opportunities #savePhDs https://t.co/s0ec0qVa80,Happy
1475,2021-07-03 06:57:31+00:00,https://twitter.com/Saira_Bhatti07/status/1411217524935610369,1.41E+18,Saira_Bhatti07,"Stop exploitation of these PhDs.
#savePhDs https://t.co/P6repCpRYz",Surprise
1476,2021-07-03 06:57:08+00:00,https://twitter.com/SyedAtizaz2/status/1411217428256804865,1.41E+18,SyedAtizaz2,"#savePhDs
@HEC
Unemployement is on the peak specially for Ph.Ds.
Need permanent post for Ph.Ds
Stop Abusing Us.
We are the shinning stars of the country. 
Please don't underestimate us. https://t.co/HELGcxs0UI",Surprise
1477,2021-07-03 06:57:04+00:00,https://twitter.com/ImranaPhD/status/1411217409436946435,1.41E+18,ImranaPhD,Life story of PhDs #savePhDs https://t.co/JPF3qZhJde,Fear
1478,2021-07-03 06:57:01+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411217397600694273,1.41E+18,SUMAIRAIRUMKHA1,No one is here to listen us. #savePhDs @PakPMO https://t.co/bgGJj7nzbY,Surprise
1479,2021-07-03 06:56:35+00:00,https://twitter.com/DrMianAbdulAli1/status/1411217290750799872,1.41E+18,DrMianAbdulAli1,"#savePhDs We want justice, we want jobs. No more unemployment https://t.co/1krWFQL3r3",Fear
1480,2021-07-03 06:54:27+00:00,https://twitter.com/ZunairaHabib2/status/1411216752189476867,1.41E+18,ZunairaHabib2,"#savePhDs
Govt. announced new universities but why they hiring visiting faculty instead of PhDs doctors? We want to serve here in Pakistan. @hecpkofficial @ImranKhanPTI @AajKamranKhan @Shafqat_Mahmood https://t.co/i0u1oVxOQR",Fear
1481,2021-07-03 06:53:31+00:00,https://twitter.com/ZuberaNaseem/status/1411216516398395392,1.41E+18,ZuberaNaseem,"Stop Nepotism , give us jobs in universities on merit.
#savePhDs",Fear
1482,2021-07-03 06:53:21+00:00,https://twitter.com/mansurkhattak/status/1411216473515872258,1.41E+18,mansurkhattak,"Bachelor's Degree holder boss interviewed me and rejected me for being overqualified.
Where should we go.
@ImranKhanPTI 
@ImranRiazKhan 
@Kashifabbasiary 
@_surgeonjaved 
@fawadchaudhry 
@ArifAlvi 
@ShkhRasheed 
@Shafqat_Mahmood 
@hecpkofficial 
#savePhDs
#IPFPforAllPhDs",Surprise
1483,2021-07-03 06:52:52+00:00,https://twitter.com/Mehmood21259332/status/1411216352690507782,1.41E+18,Mehmood21259332,"How jobless PhDs from years can only bear charges to apply for job &amp; to appear in dummy interview 
Stop Financial &amp; mental killings of unemployed PHDS in Pakistan.
#savePhDs 
@Shafqat_Mahmood
 
@ImranKhanPTI
 
@MaryamNSharif
 
@NawazSharifMNS
 
@SaleemKhanSafi
 
@_Mansoor_Ali https://t.co/mtnWbyIkR9",Surprise
1484,2021-07-03 06:52:07+00:00,https://twitter.com/DrMianAbdulAli1/status/1411216163372142595,1.41E+18,DrMianAbdulAli1,"We want jobs and it's time HEC and govt change their vision and accommodate us in the Eduaction system,.
#SavePhDs",Fear
1485,2021-07-03 06:52:03+00:00,https://twitter.com/sahir_hameed/status/1411216150109642753,1.41E+18,sahir_hameed,"1/3..Dilemma of Jobless PhDs is sill continue. Which is demoralizing the the higher education aspirants amid retundant govt policies to cope with unmployement. If PhDs are even applying for grade 4 jobs, it means ASSSISTANT PROFESSOR jobs is not a solving end. So....
#savePhDs",Fear
1486,2021-07-03 06:51:18+00:00,https://twitter.com/FarrukhEnto/status/1411215958002315265,1.41E+18,FarrukhEnto,"Lost thousands of rupees in job applications to Universities &amp; didn’t receive even interview letters, who’s answerable for this corruption? Even @hecpkofficial has started to charge 3000 for one year IPFP.  #savePhDs @MaleehaHashmey @Aftab_Iqbal1 @ShahabSpeaks @ImranRiazKhan",Surprise
1487,2021-07-03 06:51:11+00:00,https://twitter.com/Sobiajabeen6931/status/1411215928818348032,1.41E+18,Sobiajabeen6931,In foreign it's strange to be unemployed after getting Ph.D while in Pakistan its normal to be unemployed after phd. Its all happening due to wrong policies of HEC and government. Save us. #savePhDs,Fear
1488,2021-07-03 06:51:10+00:00,https://twitter.com/ZunairaHabib2/status/1411215924292505604,1.41E+18,ZunairaHabib2,"#savePhDs
We support IPFP program initiated by @hecpkofficial but it should be available for all fresh PhDs. @AajKamranKhan @ImranKhanPTI @Shafqat_Mahmood @hecpkofficial",Surprise
1489,2021-07-03 06:50:57+00:00,https://twitter.com/aftabchemist23/status/1411215871943524352,1.41E+18,aftabchemist23,"Long time ago, people who sacrificed their sleep, family, food, laughter and other joys of life were called as SAINTS but now they are called PhD Doctors, But suffering unfortunately. @ImranKhanPTI #savePhDs @HamidMirPAK @mubasherlucman @Shafqat_Mahmood @hecpkofficial",Fear
1490,2021-07-03 06:50:27+00:00,https://twitter.com/ImranaPhD/status/1411215743463608321,1.41E+18,ImranaPhD,Story of all PhDs. This is incompetence of our system which leads us to this state #savePhDs https://t.co/GYokAfO6eG,Sad
1491,2021-07-03 06:50:25+00:00,https://twitter.com/Dr_Huda_Says/status/1411215738455592963,1.41E+18,Dr_Huda_Says,Even the top ranked university in Pakistan is hiring on visiting faculty rather than creating permanent jobs. #savePhDs https://t.co/6HZxlYMcqI,Surprise
1492,2021-07-03 06:50:02+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411215639834943490,1.41E+18,SUMAIRAIRUMKHA1,HEC plus Govt. poor policies are destroying the future of Fresh PhDs. #savePhDs https://t.co/EzTf3UKOPf,Fear
1493,2021-07-03 06:49:06+00:00,https://twitter.com/naeem55000565/status/1411215403724967936,1.41E+18,naeem55000565,Its not just about single man who have done PhD degree. Its about his whole family who is suffering. How can we feed our families after spending half of the age for degree @ImranKhanPTI @Shafqat_Mahmood @HamidMirPAK @hecpkofficial #savePhDs,Surprise
1494,2021-07-03 06:48:47+00:00,https://twitter.com/ImranaPhD/status/1411215324536508419,1.41E+18,ImranaPhD,"Government as well as industry should come forward and invest in 
Research which aims to contribute towards the sustainable development, food safety &amp; security, environment, public health and overall betterment of humanity. #savePhDS #IPFPforAllFreshPhds https://t.co/ytBp0CBLrl",Fear
1495,2021-07-03 06:48:28+00:00,https://twitter.com/Dr_Qazi_M_Aamir/status/1411215246631526404,1.41E+18,Dr_Qazi_M_Aamir,"#savePhDs 
On one hand Government and HEC are not solving existing unemployed PhDs while one other hand they relaxed the standards and requirements of enrollment in PhD. https://t.co/o7XVo1loJ4",Fear
1496,2021-07-03 06:48:24+00:00,https://twitter.com/Zai2Afzal/status/1411215230986772483,1.41E+18,Zai2Afzal,Doing a PhD is extremely challenging work. Really?  I think the most challenging one is to find a suitable job in Pakistan. #savePhDs @ImranKhanPTI @hecpkofficial @Shafqat_Mahmood,Fear
1497,2021-07-03 06:48:06+00:00,https://twitter.com/imran_lakhiar/status/1411215155627692033,1.41E+18,imran_lakhiar,No body cares about the education in this country #savePhDs @MaryamNSharif @BBhuttoZardari,Sad
1498,2021-07-03 06:47:35+00:00,https://twitter.com/YasirSaeedRand1/status/1411215022890627073,1.41E+18,YasirSaeedRand1,"@DrHAFIZ85602775 Exactly 
#savePhDs",Surprise
1499,2021-07-03 06:47:26+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1411214984235868160,1.41E+18,SUMAIRAIRUMKHA1,Me too 😠😈😬😆😴😴 #savePhDs https://t.co/PWxqkP8bu8,Surprise
1500,2021-07-03 06:47:16+00:00,https://twitter.com/ImranaPhD/status/1411214944213819393,1.41E+18,ImranaPhD,Which causes serious quality issues of teaching and learning. Hec asked PhDs to pas pre.assesment test with 59% Marks for one year placement. Hec doesn't ask universities to conduct such tests for hiring teaching faculty?#savePhDs https://t.co/NLJhal2UkV,Sad
1501,2021-07-03 06:47:14+00:00,https://twitter.com/ImranaPhD/status/1411214934009069568,1.41E+18,ImranaPhD,PhDs can be employed in universities if they stop hiring visiting faculty for their undergraduate classes. They exploit visiting faculty by paying 800-1500 RS per lecture to PhD degree holders. And of course BS Ms degree holders are paid less than that. #savePhDs @Shafqat_Mahmood https://t.co/Xf99xFauVR,Surprise
1502,2021-07-03 06:46:25+00:00,https://twitter.com/DrMianAbdulAli1/status/1411214728765059073,1.41E+18,DrMianAbdulAli1,#savePhDs from the corrupt university mafia and wrong HEC,Fear
1503,2021-07-03 06:46:24+00:00,https://twitter.com/ImranaPhD/status/1411214727812890624,1.41E+18,ImranaPhD,We lack both right now. As if PhDs are no more reauired5in this system. While advanced countries are spending billions of $to attract skilled professionals PhDs in all domains. #savePhDs @ImranKhanPTI @Shafqat_Mahmood @hecpkofficial https://t.co/azQHzd7mlD,Fear
1504,2021-07-03 06:46:19+00:00,https://twitter.com/YasirSaeedRand1/status/1411214703544745985,1.41E+18,YasirSaeedRand1,"@Saira_Bhatti07 Same with me 
#savePhDs",Surprise
1505,2021-07-03 06:45:57+00:00,https://twitter.com/imran_lakhiar/status/1411214611030945793,1.41E+18,imran_lakhiar,"#savePhDs 
Why government and HEC is destroying future and quality  of Higher Education Pakistan? https://t.co/ed1Gvt34Ok",Fear
1506,2021-07-03 06:45:28+00:00,https://twitter.com/imran_lakhiar/status/1411214491220594692,1.41E+18,imran_lakhiar,"Poor policies of HEC are destroying PhDs future in Pakistan. 
#savePhDs",Fear
1507,2021-07-03 06:45:12+00:00,https://twitter.com/YasirSaeedRand1/status/1411214425965711367,1.41E+18,YasirSaeedRand1,"@Drimranaamir @Shafqat_Mahmood @ChMSarwar Agreed 
#savePhDs",Surprise
1508,2021-07-03 06:44:34+00:00,https://twitter.com/DrMianAbdulAli1/status/1411214266967920640,1.41E+18,DrMianAbdulAli1,"Nepotism and a corrupt system represent hurdle in the path to resolving the issue of unemployment of PhDs.
#savePhDs",Fear
1509,2021-07-03 06:44:34+00:00,https://twitter.com/AfifaPhd/status/1411214264002617346,1.41E+18,AfifaPhd,PhD to kr le h job ka btao . Job to milti ni Tm logo ko. A question which always ashamed me in front of my family and friends although I am victim of bad policies not my fault but I am suffering. Please save us from this humiliation #savePhds #IPFPforAllFreshPhds,Fear
1510,2021-07-03 06:44:17+00:00,https://twitter.com/Sobiajabeen6931/status/1411214191524995073,1.41E+18,Sobiajabeen6931,"Have you ever feel @ImranKhanPTI
How does it feel like to be an unemployed Phd. #savePhDs",Surprise
1511,2021-07-03 06:43:54+00:00,https://twitter.com/Dr_Qazi_M_Aamir/status/1411214097492889600,1.41E+18,Dr_Qazi_M_Aamir,"#savePhDs 
Why government and HEC is destroying future and quality  of Higher Education Pakistan? https://t.co/d13LRW6Nfi",Fear
1512,2021-07-03 06:43:23+00:00,https://twitter.com/ZuberaNaseem/status/1411213965141712897,1.41E+18,ZuberaNaseem,"Poor policies of HEC are destroying PhDs future in Pakistan 
#savePhDs",Fear
1513,2021-07-03 06:43:03+00:00,https://twitter.com/ZunairaHabib2/status/1411213884447330308,1.41E+18,ZunairaHabib2,"#savePhDs
It's true that we can make our path but due to poor policies of @hecpkofficial we are unable to do good for our homeland.
@Shafqat_Mahmood @ImranKhanPTI @AajKamranKhan https://t.co/qJ7UoZa5ps",Sad
1514,2021-07-03 06:42:17+00:00,https://twitter.com/Dr_Huda_Says/status/1411213692155334659,1.41E+18,Dr_Huda_Says,It should be on merit basis #savePhDs https://t.co/AsMQQ2R8nE,Surprise
1515,2021-07-03 06:42:02+00:00,https://twitter.com/YasirSaeedRand1/status/1411213628825554944,1.41E+18,YasirSaeedRand1,"Poor policies of HEC are destroying PhDs future in Pakistan 
#savePhDs",Fear
1516,2021-07-03 06:41:59+00:00,https://twitter.com/mansurkhattak/status/1411213616565698562,1.41E+18,mansurkhattak,"@ImranKhanPTI They would have never wanted a Pakistan with worst education policies and thousands of #unemployedPhDs facing financial crises and social pressure.
#savePhDs
#IPFPforAllPhDs",Fear
